B,T,Mal,Fre,Op,Total
160,500,4.51266,0.00049397,6.5219e-05,4.51322
40,90,4.46174,0.000167658,2.9904e-05,4.46194
290,450,4.48732,0.000724345,0.000107556,4.48815
290,140,4.53266,0.000364613,3.6187e-05,4.53306
380,40,4.48951,0.000211144,3.0528e-05,4.48975
210,250,4.51856,0.00107875,4.6572e-05,4.51969
430,170,4.48528,0.000444443,5.5347e-05,4.48578
170,240,4.51434,0.000296652,3.7507e-05,4.51467
330,60,4.51202,0.000227903,3.2405e-05,4.51228
200,100,0.0885066,0.000228784,3.1278e-05,0.0887666
240,470,4.49003,0.000655182,9.4451e-05,4.49078
200,310,0.102154,0.00105646,5.4368e-05,0.103265
140,350,4.47169,0.000313435,4.4275e-05,4.47205
400,120,4.46926,0.000319171,4.2838e-05,4.46962
240,90,4.50674,0.000229222,3.021e-05,4.507
130,330,4.4988,0.000299959,3.9806e-05,4.49914
360,10,4.48744,0.000170729,3.0963e-05,4.48764
170,110,4.48703,0.000219841,2.9977e-05,4.48728
290,500,4.51027,0.000877338,0.000119776,4.51127
110,10,4.48286,0.00018019,4.603e-05,4.48308
300,300,0.0912555,0.000666285,7.7804e-05,0.0919996
260,320,4.58064,0.000428258,6.8883e-05,4.58114
490,70,4.50841,0.000277409,3.418e-05,4.50872
510,470,4.48762,0.00121313,0.000193994,4.48902
130,20,4.46724,0.000160012,3.0062e-05,4.46743
20,430,4.50569,0.000195753,3.1582e-05,4.50591
210,410,0.0889303,0.000535456,7.3949e-05,0.0895397
430,430,4.50058,0.00101925,0.000150866,4.50175
40,50,4.46945,0.000159014,3.0034e-05,4.46964
200,50,0.0871603,0.00018514,2.8793e-05,0.0873742
320,450,4.50087,0.000901838,0.000119139,4.50189
150,190,4.46844,0.000252208,2.9777e-05,4.46872
420,40,4.50296,0.000217298,3.0535e-05,4.50321
30,410,4.48127,0.000207218,3.0728e-05,4.48151
240,320,4.48598,0.00041083,6.284e-05,4.48646
170,500,4.47566,0.000456413,7.0781e-05,4.47619
400,320,4.50489,0.000712554,0.00010388,4.50571
70,470,4.50704,0.00031245,3.204e-05,4.50739
420,140,4.50553,0.000367605,5.0473e-05,4.50595
440,210,4.49296,0.000579977,7.715e-05,4.49361
280,270,0.0898576,0.000491525,6.5665e-05,0.0904148
150,180,4.44443,0.000238479,3.1472e-05,4.4447
490,310,4.50197,0.000878858,0.000124463,4.50298
140,240,4.46698,0.00026277,3.2918e-05,4.46728
400,480,4.50989,0.00105193,0.000152642,4.51109
220,190,4.50131,0.00030748,3.8519e-05,4.50166
210,400,4.57259,0.000616929,0.000104978,4.57332
100,490,4.51458,0.000320632,4.4559e-05,4.51494
110,70,4.47581,0.000177444,2.9647e-05,4.47602
150,220,4.48576,0.00026726,3.2671e-05,4.48606
430,350,4.50482,0.000893098,0.000123814,4.50584
150,10,4.46938,0.000159666,2.9771e-05,4.46957
310,470,4.51109,0.000871479,0.000120677,4.51208
500,260,4.50311,0.000717291,0.00010694,4.50393
130,120,0.113783,0.000361394,6.7056e-05,0.114212
80,460,4.47949,0.00027779,3.4765e-05,4.4798
100,170,4.45425,0.000212605,3.228e-05,4.4545
380,20,4.54583,0.000177962,2.9442e-05,4.54604
110,390,4.46794,0.000298568,3.9615e-05,4.46827
120,160,4.46996,0.000217175,3.1042e-05,4.47021
280,150,4.53426,0.000314925,3.4885e-05,4.53461
450,40,4.47265,0.000217935,3.0544e-05,4.4729
420,120,4.51769,0.000341177,4.4432e-05,4.51807
290,150,4.54573,0.000316376,4.0169e-05,4.54608
430,390,4.48647,0.000949852,0.000137548,4.48755
510,120,4.51261,0.000366893,5.1981e-05,4.51303
20,220,4.48864,0.000174411,3.0222e-05,4.48885
500,460,4.47885,0.00118175,0.000179027,4.48021
360,120,4.50566,0.000302003,3.957e-05,4.506
30,270,4.51992,0.000190049,3.1118e-05,4.52014
10,180,0.0926808,0.000168031,3.2322e-05,0.0928811
300,340,4.50934,0.000607701,8.4914e-05,4.51003
210,220,4.51772,0.000318203,4.1457e-05,4.51808
210,150,4.51836,0.00026659,3.0978e-05,4.51866
80,110,4.51496,0.00023149,4.5699e-05,4.51524
440,140,4.5,0.000364987,5.2024e-05,4.50042
510,340,4.5094,0.000977131,0.000140824,4.51052
430,120,4.4972,0.000340145,4.5153e-05,4.49759
60,30,4.47816,0.000159675,3.0204e-05,4.47835
40,170,4.47508,0.000181231,3.0746e-05,4.47529
80,380,4.50119,0.000252666,3.0479e-05,4.50148
240,300,4.47871,0.000421321,6.0169e-05,4.47919
480,430,4.51295,0.0011071,0.000167978,4.51422
170,510,4.48408,0.000451447,7.1678e-05,4.4846
290,480,4.49157,0.000850374,0.000113864,4.49253
370,40,4.50918,0.000206344,3.0311e-05,4.50942
170,30,4.48448,0.000168616,2.8706e-05,4.48468
100,230,4.44725,0.000225168,3.1218e-05,4.4475
490,20,4.47296,0.000183973,2.9924e-05,4.47318
30,450,4.48051,0.000220832,3.0931e-05,4.48076
120,30,4.49425,0.000162055,2.9296e-05,4.49444
360,270,4.47985,0.000590781,8.1012e-05,4.48052
310,70,4.52385,0.000228434,2.9662e-05,4.5241
320,470,4.51719,0.000889455,0.000124207,4.5182
50,310,4.47317,0.000229576,3.2034e-05,4.47343
420,10,4.48548,0.000210894,3.6485e-05,4.48572
380,110,4.50417,0.000416232,3.9144e-05,4.50463
230,20,4.49329,0.000178259,2.8099e-05,4.49349
190,370,0.0770913,0.000415324,6.1832e-05,0.0775684
160,370,4.49266,0.000353124,5.0561e-05,4.49306
370,490,4.523,0.000960423,0.00014339,4.52411
420,210,4.51187,0.000576282,7.3391e-05,4.51252
100,90,4.45833,0.000184071,2.995e-05,4.45854
390,190,4.50618,0.000479654,0.00067145,4.50733
440,350,4.48001,0.000887572,0.000125889,4.48102
200,150,0.092928,0.000309323,3.4056e-05,0.0932714
360,30,4.51159,0.000194015,2.9637e-05,4.51181
410,20,4.4915,0.000186317,2.9813e-05,4.49172
470,280,4.48412,0.000821182,0.000107172,4.48504
340,380,4.4812,0.000719255,0.000106613,4.48203
180,280,4.52684,0.000327827,4.4028e-05,4.52721
450,500,4.47575,0.00118398,0.000181232,4.47712
460,460,4.51035,0.00110256,0.000171827,4.51163
190,330,0.0774277,0.00039479,5.5798e-05,0.0778783
370,20,4.49579,0.000186982,3.0085e-05,4.49601
290,10,4.48497,0.000168898,3.1027e-05,4.48517
30,260,4.47918,0.00019367,3.1911e-05,4.47941
350,430,4.49337,0.000887305,0.000124739,4.49438
430,210,4.49053,0.000563629,7.4858e-05,4.49116
410,500,4.47825,0.0010667,0.000165801,4.47949
70,150,4.49142,0.000195264,3.2487e-05,4.49164
470,30,4.52794,0.000211711,3.192e-05,4.52819
120,100,4.49243,0.000190762,2.9774e-05,4.49265
10,250,4.48441,0.000169214,3.069e-05,4.48461
300,240,4.49899,0.000408348,5.9321e-05,4.49946
510,160,4.50019,0.000492566,6.0571e-05,4.50074
310,30,4.52036,0.000187577,3.0355e-05,4.52058
120,480,4.49191,0.000339054,4.8819e-05,4.4923
260,40,4.47465,0.000185717,2.9095e-05,4.47486
180,240,4.48071,0.000306894,3.8961e-05,4.48106
230,510,4.48623,0.000681226,9.7293e-05,4.48701
120,330,4.46262,0.000288874,3.8301e-05,4.46295
240,330,4.47466,0.000443384,6.6125e-05,4.47517
280,90,4.49258,0.000246356,3.2465e-05,4.49286
180,170,4.48618,0.000261641,3.116e-05,4.48647
370,190,4.49696,0.000417463,5.9475e-05,4.49744
450,300,4.49172,0.000817892,0.000110862,4.49265
110,60,4.47239,0.000177991,3.0283e-05,4.4726
60,220,4.51617,0.000239613,3.2785e-05,4.51644
360,510,4.54152,0.0010198,0.000149334,4.54269
240,440,4.49198,0.000619717,8.7779e-05,4.49269
240,170,4.4912,0.000297778,3.8024e-05,4.49154
490,100,4.47569,0.000331703,4.3631e-05,4.47607
260,470,4.49881,0.000706586,0.000101718,4.49962
280,60,4.48186,0.000219459,3.2546e-05,4.48211
300,440,4.4872,0.000824117,0.000109109,4.48813
210,480,4.52683,0.00061795,8.2503e-05,4.52753
60,40,4.48666,0.000163183,3.0275e-05,4.48686
460,340,4.48963,0.000925321,0.000127716,4.49068
410,140,4.51621,0.000354164,5.0026e-05,4.51662
50,460,4.50249,0.000270081,3.5547e-05,4.5028
10,440,4.47988,0.000174677,3.0557e-05,4.48009
220,350,4.49398,0.00043134,6.4551e-05,4.49448
40,410,4.49702,0.00022577,3.1425e-05,4.49728
490,160,4.49664,0.000434706,6.4495e-05,4.49714
230,80,4.48671,0.000217948,2.9131e-05,4.48696
20,100,4.51226,0.000164316,3.0429e-05,4.51245
250,450,4.49821,0.000658247,9.3897e-05,4.49896
220,510,4.50345,0.000642462,9.41e-05,4.50419
60,470,4.4967,0.000289888,3.5682e-05,4.49702
440,510,4.49714,0.00116727,0.000182022,4.49849
10,480,4.48713,0.000175074,3.0889e-05,4.48733
30,280,4.46079,0.000191833,3.0887e-05,4.46101
340,350,4.48564,0.000678097,9.876e-05,4.48642
140,230,0.120723,0.000260075,3.4185e-05,0.121017
110,480,4.50256,0.000343193,4.5356e-05,4.50294
120,400,4.4903,0.000312315,4.2736e-05,4.49066
320,270,4.50971,0.000483873,6.5449e-05,4.51026
70,100,4.50233,0.000182999,2.9717e-05,4.50255
140,500,4.49627,0.000394306,5.888e-05,4.49672
150,440,4.48839,0.000387642,5.537e-05,4.48884
300,380,4.5266,0.000671551,9.473e-05,4.52736
160,170,4.48735,0.000253141,3.199e-05,4.48763
90,180,4.4797,0.000210541,3.0573e-05,4.47995
70,240,4.46929,0.000216029,3.0585e-05,4.46954
130,340,4.53226,0.000306032,4.0593e-05,4.53261
140,210,0.0950726,0.000238591,3.2219e-05,0.0953434
40,390,4.5293,0.000220124,3.147e-05,4.52955
440,450,4.53987,0.00109027,0.000154943,4.54112
190,200,0.0778984,0.000311034,3.7768e-05,0.0782472
30,320,4.47776,0.0002397,3.4847e-05,4.47804
210,80,0.0722575,0.000252207,3.3172e-05,0.0725429
430,460,4.49267,0.00105728,0.000160494,4.49389
250,230,4.49922,0.000356129,4.9969e-05,4.49962
90,360,4.51155,0.000261883,3.2279e-05,4.51184
420,50,4.48346,0.000225643,3.1518e-05,4.48372
280,370,4.51454,0.000729925,8.597e-05,4.51535
80,270,4.48476,0.000225278,3.19e-05,4.48501
380,120,4.49599,0.000326539,3.9344e-05,4.49636
120,150,4.46864,0.000209083,3.0698e-05,4.46888
220,420,4.50984,0.00125392,7.6823e-05,4.51117
50,210,4.49487,0.000204746,2.9757e-05,4.49511
340,450,4.56984,0.00087703,0.000125899,4.57084
470,240,4.53469,0.000894308,8.5585e-05,4.53567
500,60,4.52028,0.00025827,3.18e-05,4.52057
410,30,4.48739,0.000196895,3.0453e-05,4.48761
120,50,4.4543,0.000172815,3.0224e-05,4.4545
90,500,4.49474,0.000305998,4.0833e-05,4.49509
230,240,4.50459,0.000371528,4.6892e-05,4.50501
200,250,0.109118,0.000354253,4.6632e-05,0.109519
40,120,4.47297,0.000179379,3.0113e-05,4.47318
270,240,4.5072,0.000380873,5.4641e-05,4.50764
290,390,4.48757,0.00065445,9.4663e-05,4.48832
50,50,4.48776,0.000170878,2.9738e-05,4.48796
500,480,4.50629,0.00126553,0.000190125,4.50775
240,400,4.48969,0.000592645,7.9855e-05,4.49036
250,320,4.49669,0.000434002,6.5729e-05,4.49719
280,350,4.5048,0.000601053,8.1496e-05,4.50548
40,190,4.46533,0.000190303,3.1399e-05,4.46555
410,330,4.50713,0.00085394,0.00011215,4.50809
420,230,4.49048,0.000603248,8.0766e-05,4.49116
320,10,4.47282,0.000162609,3.1374e-05,4.47302
340,420,4.49433,0.000859626,0.000118082,4.4953
310,310,4.48815,0.000714422,7.9414e-05,4.48894
410,350,4.49707,0.000864009,0.000117939,4.49805
150,380,4.46678,0.000353751,4.9568e-05,4.46719
60,420,4.4771,0.000269142,3.2895e-05,4.4774
470,140,4.49447,0.000386551,5.5261e-05,4.49491
480,70,4.52546,0.000277744,3.3641e-05,4.52577
380,450,4.50533,0.000962447,0.000140534,4.50643
110,400,4.4628,0.000299402,4.0199e-05,4.46314
510,100,4.49473,0.000351191,4.5485e-05,4.49512
170,450,4.52254,0.000431927,6.3825e-05,4.52304
80,50,4.48058,0.000169268,2.9782e-05,4.48078
150,200,4.52057,0.000347153,4.201e-05,4.52096
250,170,4.54123,0.000302089,3.9321e-05,4.54157
410,370,4.48381,0.000896254,0.000124622,4.48483
450,330,4.4802,0.000862409,0.000122599,4.48118
130,470,0.111071,0.000375479,5.4413e-05,0.111501
190,280,0.0915374,0.00034298,4.8587e-05,0.091929
90,510,4.5258,0.000394527,4.0325e-05,4.52623
260,80,4.48101,0.000231691,3.0177e-05,4.48127
90,100,4.47959,0.000210134,3.0097e-05,4.47983
320,130,4.51609,0.000309281,3.9129e-05,4.51644
150,330,4.48343,0.000317764,4.4868e-05,4.4838
230,470,4.51461,0.000638337,9.0433e-05,4.51534
480,80,4.48675,0.00028703,6.0724e-05,4.4871
50,200,4.52148,0.000204073,3.1866e-05,4.52172
320,480,4.50868,0.000898337,0.000124279,4.5097
60,270,4.47569,0.00022737,3.1814e-05,4.47595
80,290,4.47689,0.000228386,2.8847e-05,4.47715
440,280,4.48924,0.000731482,9.5805e-05,4.49007
490,120,4.50654,0.000393051,5.0742e-05,4.50699
80,490,4.4897,0.000291228,3.6695e-05,4.49003
510,10,4.51707,0.000173185,3.2644e-05,4.51727
370,470,4.51199,0.000997067,0.000142776,4.51313
420,160,4.48834,0.000385966,5.5417e-05,4.48878
230,30,4.47535,0.000173047,2.8112e-05,4.47555
460,180,4.4823,0.000450037,6.864e-05,4.48282
140,20,4.4593,0.000161989,3.0295e-05,4.45949
510,260,4.51438,0.000835139,0.00010906,4.51532
290,130,4.49153,0.000286478,3.579e-05,4.49185
80,480,4.48929,0.000283542,3.5527e-05,4.48961
60,50,4.48888,0.000167915,3.0123e-05,4.48907
500,190,4.72905,0.000591499,7.8945e-05,4.72972
110,160,4.46711,0.000211055,3.121e-05,4.46735
290,30,4.50831,0.000189903,3.1305e-05,4.50853
290,180,4.48463,0.000342952,4.5195e-05,4.48501
140,80,4.48684,0.000197555,3.0798e-05,4.48707
180,330,4.50983,0.000382531,4.5504e-05,4.51026
370,60,4.47211,0.000227038,3.0934e-05,4.47236
210,70,0.0935886,0.00024794,3.4597e-05,0.0938711
340,340,4.49546,0.000659153,9.5952e-05,4.49621
190,170,0.0860288,0.000265713,3.4643e-05,0.0863291
270,380,4.52112,0.000603713,8.5703e-05,4.52181
40,450,4.46886,0.0002351,3.1431e-05,4.46913
330,440,4.50746,0.000870714,0.000118244,4.50845
220,460,4.49719,0.000639607,7.907e-05,4.49791
430,70,4.47824,0.000260526,3.25e-05,4.47853
310,230,4.49604,0.000394206,5.9e-05,4.49649
370,210,4.52511,0.000436948,6.7344e-05,4.52562
430,360,4.48994,0.00090011,0.000125846,4.49097
450,180,4.50322,0.000463272,6.7158e-05,4.50375
330,280,4.51424,0.000578004,7.6551e-05,4.5149
180,210,4.50267,0.000295237,3.4679e-05,4.503
120,130,4.4976,0.000212268,3.11e-05,4.49784
70,430,4.49365,0.00028684,3.1464e-05,4.49397
420,310,4.48788,0.000704651,0.000107669,4.48869
20,460,4.52407,0.00019603,3.0978e-05,4.5243
30,150,4.49399,0.00017568,3.0168e-05,4.49419
230,50,4.48957,0.00019067,2.9214e-05,4.48979
310,40,4.50826,0.000193028,3.0122e-05,4.50848
250,10,4.48589,0.000172941,3.36e-05,4.4861
180,150,4.49169,0.00025085,2.9959e-05,4.49197
130,400,4.55309,0.000690603,4.612e-05,4.55383
220,210,4.4828,0.000316801,4.1673e-05,4.48316
370,150,4.50101,0.000349303,4.8615e-05,4.50141
280,20,4.48784,0.000179466,3.1283e-05,4.48805
290,490,4.50071,0.000843579,0.000116551,4.50167
260,130,4.50838,0.000293119,3.3164e-05,4.50871
100,500,4.49029,0.000304908,4.4903e-05,4.49064
60,340,4.4911,0.00024933,3.22e-05,4.49138
400,110,4.49926,0.000322229,3.4552e-05,4.49962
410,190,4.50133,0.000429203,6.5522e-05,4.50183
500,180,4.47987,0.000577686,7.4108e-05,4.48052
30,90,4.48761,0.00015938,2.912e-05,4.4878
380,480,4.52287,0.00101793,0.000146114,4.52403
480,50,4.46884,0.000238072,3.0054e-05,4.46911
30,50,4.49312,0.000166146,3.0404e-05,4.49332
270,430,4.47774,0.000666047,9.6385e-05,4.4785
130,460,0.0898269,0.000338061,5.3863e-05,0.0902188
10,460,4.49556,0.000180126,3.0423e-05,4.49577
460,170,4.50205,0.000441844,6.5393e-05,4.50256
470,250,4.50188,0.000673065,9.754e-05,4.50265
180,470,0.101191,0.000452419,7.2492e-05,0.101716
210,60,0.0981046,0.000218284,2.9645e-05,0.0983525
480,20,4.48051,0.000183484,3.0782e-05,4.48072
110,320,4.47476,0.000271205,3.3909e-05,4.47506
350,110,4.50092,0.000296245,3.7033e-05,4.50125
490,450,4.53965,0.00117407,0.000177892,4.541
30,200,4.47006,0.000244647,3.3262e-05,4.47034
100,10,4.47928,0.000154859,2.8151e-05,4.47947
250,430,4.49975,0.000669424,9.0719e-05,4.50051
260,140,4.47695,0.000281832,3.4788e-05,4.47726
400,160,4.48244,0.000374961,5.2913e-05,4.48286
240,240,4.4764,0.000371189,4.9496e-05,4.47683
430,250,4.49545,0.000659444,8.3381e-05,4.49619
50,420,4.47727,0.000269065,3.4633e-05,4.47758
310,120,4.52225,0.000283542,3.5273e-05,4.52257
500,320,4.50622,0.000904022,0.000129044,4.50725
10,10,4.52886,0.000154592,2.7267e-05,4.52904
170,20,4.5334,0.000164377,2.9154e-05,4.53359
370,200,4.48552,0.000420513,6.0965e-05,4.486
420,150,4.51804,0.00037579,5.3554e-05,4.51847
290,170,4.51398,0.000326029,6.1686e-05,4.51437
60,510,4.49979,0.000289939,3.2463e-05,4.50012
390,140,4.47995,0.000347013,4.7843e-05,4.48035
160,120,4.45704,0.000231216,3.1589e-05,4.45731
90,470,4.4951,0.000296791,3.914e-05,4.49544
450,200,4.49624,0.000578181,7.4265e-05,4.49689
60,60,4.47679,0.000173146,3.0036e-05,4.477
260,60,4.57184,0.000217289,3.2015e-05,4.57209
160,140,4.48721,0.00025283,3.0632e-05,4.48749
110,140,4.47689,0.000211407,3.1858e-05,4.47713
30,390,4.48571,0.000202945,3.1094e-05,4.48594
220,180,4.5049,0.000295766,3.7156e-05,4.50523
170,380,4.48592,0.000373,5.4205e-05,4.48634
250,340,4.50193,0.00047135,7.058e-05,4.50247
410,200,4.48881,0.000449346,6.784e-05,4.48933
420,490,4.50869,0.00118176,0.000159549,4.51003
390,180,4.48578,0.000409396,5.86e-05,4.48625
150,50,4.46162,0.000179051,3.0244e-05,4.46183
250,310,4.49387,0.000415425,6.4962e-05,4.49435
80,260,4.46733,0.000220241,2.9254e-05,4.46758
10,400,4.47154,0.000174334,2.9687e-05,4.47175
180,250,4.4867,0.000310816,4.0726e-05,4.48705
30,440,4.48144,0.000217254,3.1103e-05,4.48168
120,270,4.48178,0.000256578,3.2657e-05,4.48207
150,420,4.51342,0.0003717,5.3827e-05,4.51384
310,350,0.0992077,0.0007463,9.3634e-05,0.100048
410,510,4.48006,0.00108708,0.000169455,4.48132
90,370,4.56963,0.00026742,3.3133e-05,4.56993
390,490,4.50892,0.00101539,0.00015606,4.51009
440,70,4.4844,0.000262503,3.2169e-05,4.48469
110,420,4.45748,0.000302655,4.1442e-05,4.45782
120,490,4.46201,0.00035086,5.0953e-05,4.46241
160,380,4.49971,0.000374662,4.5389e-05,4.50013
80,440,4.49975,0.000269201,3.3545e-05,4.50005
110,170,4.48365,0.000218851,3.198e-05,4.4839
60,160,4.46235,0.000192602,3.0455e-05,4.46257
320,300,4.4767,0.000587882,8.0515e-05,4.47737
390,500,4.49184,0.00105415,0.000157965,4.49305
80,100,4.52145,0.000197351,3.2493e-05,4.52168
220,240,4.51896,0.000342661,4.5398e-05,4.51934
280,340,0.124264,0.000573579,8.1674e-05,0.124919
100,210,4.45978,0.000226963,3.2426e-05,4.46004
480,340,4.47758,0.000926304,0.000133306,4.47864
170,420,4.5052,0.000410911,5.9175e-05,4.50567
170,480,4.48452,0.000432755,6.6393e-05,4.48502
220,280,4.49217,0.000376974,5.1646e-05,4.4926
350,230,4.50092,0.000472322,6.7421e-05,4.50146
200,270,0.105701,0.000411466,4.8906e-05,0.106161
410,230,4.51538,0.00057618,7.8762e-05,4.51604
220,300,4.48722,0.000382835,5.6258e-05,4.48766
200,450,0.0784276,0.000568131,7.7837e-05,0.0790736
480,140,4.48308,0.000388335,5.5479e-05,4.48352
50,70,4.5163,0.00016785,3.0184e-05,4.5165
320,320,4.52285,0.000734926,8.4304e-05,4.52366
260,70,4.49724,0.000239885,3.0137e-05,4.49751
340,100,4.49193,0.000280196,3.3396e-05,4.49225
60,190,4.47426,0.000199728,3.0551e-05,4.47449
240,220,4.49687,0.000373245,4.0622e-05,4.49728
470,80,4.49071,0.000307042,3.5397e-05,4.49105
330,390,4.49253,0.000706808,0.000106663,4.49335
250,210,4.49842,0.00033566,4.6757e-05,4.49881
200,140,0.0836297,0.000301114,3.3769e-05,0.0839646
240,150,4.49124,0.00103239,4.0959e-05,4.49231
190,260,0.0760987,0.000329974,4.6171e-05,0.0764749
110,370,4.48821,0.000293966,3.7907e-05,4.48854
480,40,4.47775,0.00021855,3.0553e-05,4.478
100,130,4.50018,0.000193751,2.9766e-05,4.5004
480,60,4.4793,0.00025692,3.0698e-05,4.47959
430,450,4.51888,0.00104393,0.000157252,4.52008
140,60,4.45581,0.000178309,2.9857e-05,4.45602
510,140,4.47733,0.000411541,6.0009e-05,4.4778
500,400,4.5032,0.00106597,0.000159369,4.50443
380,200,4.49454,0.000425183,6.1867e-05,4.49503
290,160,4.4803,0.000315846,4.0859e-05,4.48065
240,450,4.49833,0.000633765,9.0767e-05,4.49905
280,390,4.48277,0.000661328,9.1492e-05,4.48353
320,260,4.53206,0.000472817,6.2673e-05,4.53259
60,80,4.47305,0.000176546,2.9757e-05,4.47325
70,440,4.48396,0.000261908,3.0275e-05,4.48426
50,120,4.45954,0.000177123,2.9386e-05,4.45974
310,420,4.50455,0.000769849,0.000101543,4.50542
430,480,4.49361,0.0010789,0.000164379,4.49485
70,230,4.46225,0.000212381,3.1772e-05,4.46249
300,50,0.13216,0.000210513,3.0083e-05,0.132401
440,490,4.50354,0.00111409,0.000175381,4.50483
110,110,4.504,0.000196986,3.0185e-05,4.50422
10,140,0.108061,0.000414412,3.6177e-05,0.108511
360,420,4.50236,0.000899761,0.000124394,4.50338
380,400,4.51054,0.000908329,0.000123984,4.51157
250,100,4.51786,0.000324077,7.3343e-05,4.51826
450,390,4.48988,0.000979336,0.000143984,4.491
120,390,4.50525,0.000311727,4.2647e-05,4.5056
160,450,4.48553,0.000409261,6.0188e-05,4.486
360,250,4.49646,0.000557953,7.4664e-05,4.49709
40,200,4.47843,0.000201123,3.0898e-05,4.47866
140,340,4.47818,0.000312748,4.3004e-05,4.47853
90,410,4.5141,0.000288836,3.4125e-05,4.51443
190,310,0.113306,0.000396538,5.3642e-05,0.113756
500,240,4.50594,0.000676431,9.8141e-05,4.50671
130,140,0.0767719,0.00024821,3.2991e-05,0.0770531
490,240,4.48908,0.000663213,9.5702e-05,4.48984
420,170,4.51682,0.000387701,6.0253e-05,4.51727
190,50,0.0908038,0.000191563,2.861e-05,0.0910239
310,510,4.48777,0.000904146,0.000128745,4.4888
340,470,4.48487,0.000932541,0.000123646,4.48593
60,10,4.5086,0.000156336,2.9704e-05,4.50878
70,320,4.4849,0.000226596,3.0764e-05,4.48515
130,230,4.48423,0.000249854,3.1774e-05,4.48451
480,420,4.50823,0.00105875,0.000162692,4.50945
60,330,4.47894,0.000239013,3.0974e-05,4.47921
130,190,0.072742,0.000236784,3.0543e-05,0.0730093
80,10,4.49962,0.000162283,2.8155e-05,4.49981
490,370,4.49116,0.000995517,0.000148101,4.4923
460,190,4.48082,0.000558587,7.2525e-05,4.48145
250,370,4.48937,0.000570249,7.7659e-05,4.49001
400,300,4.5011,0.000669633,9.9291e-05,4.50187
280,160,4.48004,0.000308529,3.9641e-05,4.48038
180,60,4.49706,0.000203844,3.4018e-05,4.4973
110,130,4.50341,0.000212624,3.1805e-05,4.50365
50,340,4.47788,0.000227238,3.1569e-05,4.47814
300,510,4.54439,0.000910292,0.000125547,4.54543
440,370,4.51949,0.00114313,0.000133598,4.52077
270,10,4.48051,0.000173823,3.0287e-05,4.48071
80,90,4.47264,0.000179399,2.8572e-05,4.47285
30,240,4.45428,0.000189437,3.1217e-05,4.4545
320,510,4.51317,0.000907243,0.000133085,4.51421
340,250,4.49615,0.000494522,7.0915e-05,4.49672
400,30,4.52593,0.000201541,3.4249e-05,4.52617
90,380,4.4928,0.000270074,3.3416e-05,4.4931
480,440,4.50701,0.00109448,0.000169851,4.50827
40,70,4.44265,0.000163376,2.9567e-05,4.44285
80,320,4.47978,0.000241924,4.2365e-05,4.48006
470,90,4.50293,0.000300443,3.9492e-05,4.50327
180,230,4.4895,0.00030249,3.8383e-05,4.48984
190,450,0.0896116,0.000515643,7.4153e-05,0.0902014
330,490,4.5219,0.000939333,0.000133278,4.52297
60,90,4.50921,0.000181991,3.0818e-05,4.50943
40,380,4.49208,0.00022638,3.1608e-05,4.49234
100,340,4.50358,0.000270601,3.3429e-05,4.50388
120,220,4.47978,0.000244612,3.0748e-05,4.48006
130,220,4.47598,0.000254397,3.1183e-05,4.47626
170,190,4.5135,0.000265185,3.1303e-05,4.5138
170,220,4.50081,0.000288716,3.542e-05,4.50114
200,340,0.0761917,0.000378246,6.0178e-05,0.0766301
60,200,4.50526,0.000209024,3.1592e-05,4.5055
40,330,4.49993,0.000214019,3.125e-05,4.50018
320,340,4.53662,0.000646352,8.9097e-05,4.53735
430,30,4.476,0.000206729,3.2323e-05,4.47624
170,90,4.5115,0.000207653,3.145e-05,4.51174
420,80,4.48108,0.000271043,3.3257e-05,4.48139
500,280,4.521,0.000872105,0.000108851,4.52198
330,470,4.52097,0.000909344,0.000127414,4.522
10,40,4.54142,0.000157248,3.1832e-05,4.54161
60,370,4.45576,0.000249567,3.2788e-05,4.45604
320,250,4.50812,0.000451563,6.6039e-05,4.50863
210,50,0.0934346,0.000235083,3.3064e-05,0.0937027
150,240,4.56165,0.000297749,3.4248e-05,4.56198
150,20,4.46379,0.000164891,3.0553e-05,4.46399
230,500,4.49076,0.000659316,9.518e-05,4.49151
240,60,4.52405,0.000203764,2.8861e-05,4.52429
390,30,4.49095,0.000192758,3.0807e-05,4.49118
440,250,4.49993,0.000636355,9.1374e-05,4.50066
340,210,4.58431,0.000410746,6.0531e-05,4.58478
300,180,4.49943,0.000342646,4.7094e-05,4.49982
280,470,4.48301,0.000812682,0.000108639,4.48393
20,120,4.49856,0.000164929,3.0769e-05,4.49876
110,300,4.4965,0.000264476,3.2799e-05,4.4968
400,410,4.53571,0.000965905,0.000134743,4.53681
420,470,4.52064,0.00106395,0.000160318,4.52186
220,360,4.5015,0.000432098,7.7351e-05,4.50201
510,380,4.48578,0.00108672,0.000152723,4.48702
170,470,4.49028,0.000425954,6.6979e-05,4.49077
330,340,4.51356,0.000685705,8.9189e-05,4.51434
240,270,4.48011,0.000380901,5.5369e-05,4.48054
480,170,4.50306,0.000449823,6.7402e-05,4.50358
510,240,4.5112,0.000712695,0.000100051,4.51201
200,490,0.0990211,0.000716271,8.3969e-05,0.0998214
120,140,4.46576,0.000211216,3.0799e-05,4.466
10,390,4.51265,0.000171988,3.9989e-05,4.51286
220,150,4.4734,0.000271123,3.291e-05,4.47371
270,370,4.5214,0.000723272,8.3018e-05,4.5222
