B,T,Mal,Fre,Op,Total
180,440,0.0906412,0.000412427,6.911e-05,0.0911227
180,270,4.50308,0.000330097,4.3576e-05,4.50345
310,460,4.50993,0.000851698,0.000118309,4.5109
290,270,4.51275,0.000430842,6.5469e-05,4.51325
370,360,4.49249,0.000859165,0.000103958,4.49345
90,230,4.48244,0.000228858,3.029e-05,4.4827
510,170,4.52588,0.000471132,6.7226e-05,4.52642
440,50,4.47468,0.00023173,4.5589e-05,4.47496
20,310,4.49864,0.000192593,3.1082e-05,4.49887
110,490,4.49914,0.000337501,4.7242e-05,4.49953
160,310,4.51013,0.000325488,4.4065e-05,4.5105
90,280,4.48713,0.000237621,3.1391e-05,4.4874
450,460,4.57351,0.0011182,0.000161426,4.57479
10,10,4.47972,0.00015669,3.2202e-05,4.47991
210,200,4.49,0.00030055,3.8395e-05,4.49034
320,390,4.50608,0.000723704,0.000104229,4.5069
300,220,4.47535,0.000384278,5.5615e-05,4.47579
20,450,4.46693,0.000199233,3.0164e-05,4.46716
140,70,4.4919,0.000186735,3.0988e-05,4.49212
60,280,4.48254,0.000234705,3.1655e-05,4.48281
90,460,4.50018,0.000314032,3.2252e-05,4.50052
390,170,4.51245,0.000391526,5.6299e-05,4.5129
50,280,4.49211,0.000196259,2.9005e-05,4.49233
110,220,4.49074,0.000233533,3.1285e-05,4.49101
50,430,4.47882,0.000250967,3.219e-05,4.47911
510,370,4.49356,0.00100893,0.000153132,4.49473
30,220,4.48033,0.00018434,4.1348e-05,4.48056
390,90,4.49044,0.000280304,3.4468e-05,4.49076
440,160,4.47766,0.000432154,4.9993e-05,4.47814
230,330,4.49293,0.00041554,6.3144e-05,4.49341
430,80,4.49154,0.000284414,3.5015e-05,4.49186
50,490,4.49303,0.000266658,3.218e-05,4.49332
190,500,0.0946148,0.000580816,8.1499e-05,0.0952771
380,310,4.49592,0.000668508,9.8044e-05,4.49669
140,270,4.46364,0.000280532,3.5963e-05,4.46396
50,150,4.46911,0.000183976,3.0628e-05,4.46932
150,30,4.45152,0.000164964,2.9535e-05,4.45172
320,330,4.51265,0.000732462,8.7527e-05,4.51347
480,390,4.48552,0.00106378,0.000153219,4.48673
150,470,4.5751,0.000401722,5.9363e-05,4.57556
50,480,4.48204,0.000270844,3.1932e-05,4.48234
150,230,4.50637,0.000284169,3.3532e-05,4.50668
20,50,4.48351,0.000157718,3.0458e-05,4.4837
70,330,4.47427,0.00023816,3.1512e-05,4.47454
20,350,4.48376,0.000183296,3.1071e-05,4.48398
330,70,4.53286,0.000236152,3.041e-05,4.53313
470,500,4.49984,0.00120423,0.000182769,4.50123
20,70,4.51839,0.00016386,3.0623e-05,4.51859
40,240,4.46409,0.00019618,3.0513e-05,4.46432
160,70,4.49822,0.000195579,3.0075e-05,4.49845
240,510,4.48787,0.000681203,0.000101509,4.48865
80,450,4.48227,0.000298711,3.4421e-05,4.4826
90,130,4.49142,0.00019398,2.8398e-05,4.49164
160,440,4.50611,0.000383889,5.8902e-05,4.50655
90,70,4.47459,0.000174597,2.8737e-05,4.4748
340,120,4.5208,0.000301694,3.7532e-05,4.52114
480,500,4.53015,0.00123154,0.000192928,4.53158
380,190,4.49916,0.000428173,6.0939e-05,4.49965
270,280,4.50563,0.000424648,6.2122e-05,4.50612
500,220,4.51139,0.000635739,9.0504e-05,4.51212
480,280,4.50214,0.000807262,0.000109557,4.50306
280,80,4.4597,0.000229299,3.1156e-05,4.45996
500,50,4.49408,0.000272131,3.1401e-05,4.49438
40,130,4.47233,0.000173861,3.0491e-05,4.47253
150,480,4.51284,0.000426478,5.1642e-05,4.51332
10,210,4.51768,0.00015936,3.0141e-05,4.51787
500,420,4.5031,0.00111492,0.000169389,4.50438
60,180,4.47525,0.000212992,3.1252e-05,4.4755
390,50,4.51964,0.000215722,3.0329e-05,4.51989
330,230,4.49577,0.000437077,6.3458e-05,4.49627
210,310,4.47837,0.000375706,5.5342e-05,4.4788
140,280,4.51913,0.000310283,3.6862e-05,4.51947
50,180,4.49467,0.000193845,3.0568e-05,4.4949
500,100,4.53613,0.000397625,4.3695e-05,4.53657
270,270,4.48216,0.00042526,6.1586e-05,4.48265
20,250,4.49383,0.00017729,3.1214e-05,4.49404
410,450,4.50996,0.0010565,0.00015033,4.51116
30,430,4.50891,0.000214406,3.0325e-05,4.50916
260,360,4.49656,0.000571022,7.8382e-05,4.49721
350,140,4.52704,0.000328333,4.2997e-05,4.52741
130,10,4.51023,0.000152746,2.9458e-05,4.51041
70,280,4.47422,0.000235451,3.128e-05,4.47449
470,210,4.52597,0.000635558,7.462e-05,4.52668
420,180,4.48278,0.000422845,6.2857e-05,4.48327
500,300,4.48473,0.000878778,0.000122572,4.48573
160,160,4.48026,0.000239447,3.5915e-05,4.48054
60,240,4.49367,0.000241071,3.1273e-05,4.49394
360,440,4.52423,0.000913903,0.000127605,4.52527
20,60,4.53953,0.000157712,3.0073e-05,4.53972
310,450,4.49413,0.000878286,0.000115513,4.49512
230,220,4.48788,0.000330078,4.4504e-05,4.48826
200,170,0.103037,0.000299895,3.5347e-05,0.103372
320,440,4.49707,0.000851525,0.000114397,4.49804
180,30,4.49399,0.000175067,3.1191e-05,4.4942
50,450,4.47459,0.00025915,3.3627e-05,4.47488
150,290,4.54883,0.000302614,4.018e-05,4.54917
400,130,4.50843,0.000343846,4.5366e-05,4.50882
210,470,4.60174,0.000598926,8.3505e-05,4.60243
240,490,4.52239,0.000677761,9.8186e-05,4.52317
90,140,4.51584,0.000193926,2.8062e-05,4.51607
310,500,4.49307,0.00090456,0.000126819,4.4941
380,260,4.48945,0.000597647,8.255e-05,4.49013
330,240,4.49008,0.000439031,6.49e-05,4.49059
210,140,4.51048,0.000260419,2.9707e-05,4.51077
480,360,4.51125,0.000992045,0.000135831,4.51238
410,430,4.49066,0.000978265,0.000144526,4.49179
220,40,4.46795,0.000187103,3.0338e-05,4.46817
380,170,4.48643,0.000387384,5.5225e-05,4.48687
350,100,4.48457,0.000277435,3.4347e-05,4.48488
60,500,4.48815,0.000289837,3.3048e-05,4.48848
380,60,4.47279,0.000234928,3.1263e-05,4.47306
220,80,4.48756,0.000222813,3.366e-05,4.48782
260,290,4.58547,0.000422982,6.4092e-05,4.58596
300,250,4.58958,0.000508429,9.2619e-05,4.59019
410,420,4.50967,0.00100061,0.000135728,4.5108
30,10,4.48436,0.000158112,5.3544e-05,4.48457
430,160,4.48833,0.000398886,5.6982e-05,4.48878
90,400,4.59326,0.000275684,3.4623e-05,4.59357
490,180,4.49526,0.000567803,7.3298e-05,4.4959
140,400,4.52435,0.0003358,4.8688e-05,4.52474
360,130,4.50619,0.000319143,4.2592e-05,4.50656
30,180,4.46796,0.000179044,2.9634e-05,4.46817
310,380,0.0992683,0.000817257,0.000102947,0.100189
390,300,4.50912,0.000694475,9.1752e-05,4.50991
410,60,4.50559,0.000237814,4.6573e-05,4.50587
10,30,4.50329,0.000161182,3.1012e-05,4.50348
500,360,4.49898,0.00100045,0.000145237,4.50013
60,120,4.45029,0.00018775,2.9921e-05,4.45051
400,200,4.48156,0.000427148,6.6033e-05,4.48206
200,290,0.102478,0.000426507,5.1541e-05,0.102956
70,270,4.49309,0.000218803,3.1645e-05,4.49334
450,90,4.48185,0.000291756,3.8211e-05,4.48218
110,40,4.47228,0.000169308,2.968e-05,4.47248
400,420,4.49207,0.000979796,0.000137159,4.49318
90,190,4.47684,0.000212746,2.8931e-05,4.47708
400,280,4.50417,0.000643875,9.234e-05,4.5049
360,240,4.48461,0.000467765,7.0157e-05,4.48515
300,330,0.111826,0.0362978,8.4775e-05,0.148209
370,440,4.4942,0.000936174,0.00013224,4.49527
120,170,4.48599,0.000217847,3.0859e-05,4.48624
360,210,4.54063,0.000447898,6.2408e-05,4.54114
260,150,4.5296,0.000360249,3.7715e-05,4.53
290,410,4.48017,0.000687401,9.9575e-05,4.48096
260,440,4.48989,0.000658985,9.424e-05,4.49064
370,50,4.49628,0.000218829,3.0083e-05,4.49653
100,30,4.47844,0.000159204,2.9487e-05,4.47863
370,350,4.49902,0.000721982,0.000106316,4.49985
300,60,0.0640665,0.000219617,3.0505e-05,0.0643166
380,440,4.49749,0.000972013,0.000136733,4.4986
440,30,4.50955,0.000875523,3.1418e-05,4.51046
460,40,4.51916,0.000217524,3.3122e-05,4.51941
80,210,4.5144,0.000208842,2.8405e-05,4.51464
260,90,4.52951,0.000230121,2.9765e-05,4.52977
200,210,0.0785933,0.000318453,4.1409e-05,0.0789532
390,130,4.49023,0.000321315,4.5165e-05,4.4906
20,500,4.49455,0.000202826,3.1248e-05,4.49478
400,310,4.47451,0.000690813,0.000103292,4.4753
340,130,4.50506,0.000316163,4.0312e-05,4.50541
330,180,4.51078,0.000360999,5.0799e-05,4.51119
430,190,4.50828,0.000448927,6.8091e-05,4.5088
130,360,4.48687,0.000319241,4.1651e-05,4.48724
60,430,4.47396,0.000267303,3.221e-05,4.47426
450,240,4.53749,0.00134991,8.8779e-05,4.53893
130,320,4.5045,0.000297201,3.7846e-05,4.50483
450,280,4.51543,0.000692677,0.00010304,4.51622
210,420,0.0882076,0.000671079,7.5129e-05,0.0889538
380,300,4.47857,0.000647379,9.4853e-05,4.47932
210,270,4.49278,0.000353726,4.9343e-05,4.49318
120,110,4.52935,0.000201457,3.1227e-05,4.52958
100,70,4.48569,0.000176809,3.0119e-05,4.48589
180,460,0.110633,0.000433972,7.1245e-05,0.111138
370,260,4.51898,0.000590508,7.9714e-05,4.51965
340,330,4.59785,0.000653568,9.3047e-05,4.5986
150,310,4.4904,0.000331878,4.2705e-05,4.49077
30,500,4.4673,0.000222313,3.0985e-05,4.46755
390,380,4.50761,0.00230469,0.000120772,4.51003
170,160,4.51243,0.00030195,2.9078e-05,4.51277
290,260,4.52783,0.000422189,6.279e-05,4.52831
180,80,4.48961,0.000200314,2.9152e-05,4.48984
210,90,0.0923859,0.00167193,4.5712e-05,0.0941035
350,270,4.49771,0.00059469,7.8958e-05,4.49839
480,160,4.48397,0.0004451,6.3361e-05,4.48447
490,340,4.51628,0.000959737,0.000135728,4.51737
390,220,4.48346,0.000461853,6.9706e-05,4.48399
410,130,4.48454,0.000347222,4.7109e-05,4.48494
430,270,4.51073,0.000657037,9.6637e-05,4.51149
160,130,4.46532,0.000223893,3.1799e-05,4.46557
190,420,0.0932323,0.000431372,6.8949e-05,0.0937326
100,400,4.56318,0.000368972,3.7082e-05,4.56358
370,140,4.49131,0.000343904,4.4561e-05,4.4917
50,40,4.50244,0.000159514,3.0568e-05,4.50263
90,350,4.49453,0.000271004,3.2311e-05,4.49483
290,300,4.49683,0.000521041,6.5584e-05,4.49742
360,390,4.51905,0.000841654,0.000117511,4.52001
270,290,4.51947,0.00279125,6.4864e-05,4.52233
510,310,4.5394,0.000896381,0.000128945,4.54043
290,420,4.49523,0.000683412,0.000100718,4.49601
280,410,4.51886,0.000675688,9.7116e-05,4.51963
270,30,4.51852,0.000191676,3.1712e-05,4.51875
410,100,4.48675,0.000302218,3.9236e-05,4.48709
30,20,4.46641,0.000156065,2.9525e-05,4.4666
310,410,4.51899,0.000757319,9.947e-05,4.51985
380,150,4.51079,0.000390484,4.9455e-05,4.51123
170,400,4.55386,0.000399451,5.5846e-05,4.55431
370,250,4.52843,0.000580155,7.7086e-05,4.52908
240,430,4.49661,0.000624121,8.6915e-05,4.49732
180,430,0.0955757,0.000674987,6.8377e-05,0.0963191
410,240,4.4926,0.000617685,8.1816e-05,4.4933
380,10,4.47241,0.000169558,2.9567e-05,4.47261
60,490,4.54516,0.000284717,3.335e-05,4.54547
500,40,4.47778,0.000223591,3.1006e-05,4.47804
420,110,4.53203,0.00102844,4.0712e-05,4.5331
170,70,4.53624,0.000198111,2.8943e-05,4.53647
430,280,4.50143,0.000670638,9.9093e-05,4.5022
380,460,4.50039,0.000959534,0.000142523,4.5015
120,320,4.49439,0.00030494,3.2897e-05,4.49472
470,20,4.48624,0.000189417,3.2018e-05,4.48647
420,380,4.47485,0.000957921,0.000129877,4.47594
390,160,4.50579,0.000379857,5.207e-05,4.50622
250,400,4.51757,0.00155727,8.7976e-05,4.51921
330,10,4.46184,0.000197176,3.0942e-05,4.46207
300,450,4.48588,0.000834515,0.000112003,4.48683
20,470,4.52734,0.000202688,3.1605e-05,4.52757
80,40,4.47965,0.000161182,2.9438e-05,4.47984
40,140,4.4953,0.000185302,3.0555e-05,4.49551
80,470,4.493,0.000286015,3.6051e-05,4.49333
400,270,4.50421,0.00064594,9.0607e-05,4.50495
230,210,4.51785,0.000328703,4.3555e-05,4.51822
320,210,4.47782,0.000382852,5.7373e-05,4.47826
340,80,4.49983,0.000251058,3.0357e-05,4.50011
30,460,4.4854,0.000241078,3.0708e-05,4.48568
190,90,0.0843071,0.000226,2.9013e-05,0.0845622
160,180,4.47684,0.000255588,3.147e-05,4.47713
270,70,4.46255,0.000214424,2.9831e-05,4.4628
400,210,4.50155,0.00047738,6.9923e-05,4.5021
150,460,4.51295,0.00040166,5.1525e-05,4.5134
200,190,0.0945966,0.000283454,3.8424e-05,0.0949185
170,430,4.51431,0.000412749,6.1205e-05,4.51478
350,410,4.52497,0.00113401,0.000112204,4.52622
340,10,4.50639,0.000159989,2.9e-05,4.50658
360,230,4.49449,0.000455775,6.9338e-05,4.49501
250,150,4.49975,0.000287206,3.522e-05,4.50007
100,40,4.4831,0.000215552,3.6824e-05,4.48335
210,510,4.49046,0.000628007,8.9556e-05,4.49118
290,250,4.51537,0.000399745,6.1127e-05,4.51583
290,290,4.48462,0.000456494,6.9986e-05,4.48514
300,480,4.47627,0.00085657,0.000116624,4.47724
100,510,4.4573,0.000323016,4.5202e-05,4.45767
120,180,4.47963,0.000222631,3.1137e-05,4.47988
110,210,4.48769,0.000227013,3.0743e-05,4.48795
90,310,4.48645,0.000252378,3.3324e-05,4.48674
450,80,4.49086,0.000289041,4.3389e-05,4.49119
250,140,4.50155,0.000286489,3.3858e-05,4.50187
190,250,0.0785559,0.000327403,4.5116e-05,0.0789284
330,410,4.49151,0.000838911,0.000112849,4.49246
110,460,4.51303,0.000320058,4.531e-05,4.5134
450,510,4.50294,0.00112568,0.000185769,4.50425
230,300,4.52416,0.00039351,5.76e-05,4.52461
220,390,4.48324,0.000453835,7.2313e-05,4.48377
400,10,4.47536,0.00018195,3.3585e-05,4.47557
400,260,4.497,0.000797174,8.0503e-05,4.49788
70,480,4.48415,0.000287433,3.0964e-05,4.48447
10,270,4.49029,0.000165957,3.091e-05,4.49048
160,230,4.48335,0.000281238,3.4763e-05,4.48367
80,280,4.48049,0.000225337,2.8743e-05,4.48075
20,400,4.49966,0.00019069,3.128e-05,4.49988
410,150,4.48437,0.000370984,5.2565e-05,4.4848
30,360,4.53798,0.000208349,3.1212e-05,4.53822
380,220,4.51093,0.000459661,6.9018e-05,4.51146
460,510,4.51706,0.00119293,0.000188537,4.51844
110,410,4.50327,0.000309606,4.1289e-05,4.50362
430,10,4.47252,0.000174694,3.1963e-05,4.47272
240,130,4.4998,0.000266086,3.1069e-05,4.5001
240,50,4.50719,0.000197301,2.9858e-05,4.50742
190,20,0.0960282,0.000167448,2.9003e-05,0.0962246
380,130,4.50493,0.000354993,4.4089e-05,4.50533
10,240,4.49888,0.000161825,3.0869e-05,4.49907
120,250,4.48445,0.000255696,3.2138e-05,4.48474
300,110,0.100672,0.00033344,3.6566e-05,0.101042
60,360,4.46866,0.000253009,3.2303e-05,4.46895
490,250,4.60014,0.000755126,9.6083e-05,4.60099
10,80,4.53529,0.000178006,3.0642e-05,4.5355
290,510,4.51652,0.000875124,0.000121552,4.51751
110,360,4.47252,0.000287383,3.6975e-05,4.47284
240,20,4.49032,0.000165237,2.7619e-05,4.49051
180,480,0.089664,0.000456237,7.3947e-05,0.0901942
470,150,4.51199,0.000423356,5.9206e-05,4.51247
410,410,4.48708,0.000939936,0.000138095,4.48816
270,180,4.4954,0.000320726,4.292e-05,4.49576
470,320,4.53476,0.000880246,0.000121265,4.53577
130,430,0.0868684,0.00039631,5.0467e-05,0.0873151
420,320,4.4828,0.000821787,0.000109926,4.48373
110,290,4.58884,0.000257288,3.6959e-05,4.58914
390,420,4.48806,0.000949722,0.000133045,4.48914
480,130,4.49773,0.000380726,5.3656e-05,4.49817
180,490,0.0780183,0.000564737,7.6228e-05,0.0786592
130,280,4.47727,0.000273773,3.4932e-05,4.47758
280,130,4.52469,0.000278156,3.5369e-05,4.525
510,330,4.50215,0.000944187,0.000137977,4.50323
90,290,4.46682,0.000257047,3.3227e-05,4.46711
360,430,4.49084,0.000895848,0.000127057,4.49186
330,310,4.49498,0.000653902,7.9226e-05,4.49571
430,470,4.54078,0.00180914,0.00015637,4.54275
60,250,4.49081,0.000219936,3.0243e-05,4.49106
20,380,4.49751,0.000194188,3.182e-05,4.49774
160,30,4.47925,0.000199537,3.2069e-05,4.47948
460,250,4.48774,0.000682004,8.9422e-05,4.48851
250,180,4.53891,0.000328274,3.5435e-05,4.53928
260,370,4.52269,0.000671726,7.9076e-05,4.52344
310,240,4.51596,0.000412445,6.1899e-05,4.51643
400,140,4.50657,0.000342497,4.8532e-05,4.50696
130,170,0.0815513,0.000219863,3.2007e-05,0.0818031
70,220,4.49288,0.000232344,3.0897e-05,4.49315
50,330,4.46797,0.000232508,3.1562e-05,4.46824
480,240,4.49904,0.000669892,9.6889e-05,4.49981
220,480,4.48861,0.000631669,8.6815e-05,4.48933
380,30,4.4991,0.000193565,2.9447e-05,4.49932
400,490,4.5075,0.00103787,0.000160082,4.5087
510,40,4.48995,0.000232454,3.2877e-05,4.49022
490,50,4.47601,0.000247552,3.3708e-05,4.47629
120,260,4.49628,0.000260798,3.1633e-05,4.49657
230,40,4.50106,0.000183929,2.9655e-05,4.50128
100,380,4.47865,0.00033223,3.6211e-05,4.47901
190,10,0.0897429,0.00019535,3.1883e-05,0.0899702
170,410,4.50322,0.000399732,5.9073e-05,4.50368
220,370,4.51342,0.00119379,6.6529e-05,4.51468
250,90,4.4699,0.000232845,2.9822e-05,4.47016
300,230,4.47551,0.000395295,5.7559e-05,4.47596
440,100,4.4747,0.000306425,4.0362e-05,4.47505
360,140,4.50031,0.000325304,4.4393e-05,4.50067
90,320,4.49073,0.00024592,3.0347e-05,4.491
260,390,4.54922,0.000613604,8.6121e-05,4.54992
150,400,4.46688,0.000386705,5.0808e-05,4.46732
190,360,0.0977015,0.000993971,5.868e-05,0.0987542
420,70,4.50067,0.000261908,3.1275e-05,4.50097
160,270,4.48617,0.000312391,3.972e-05,4.48652
200,330,0.0993362,0.000384535,5.9041e-05,0.0997798
140,40,4.45986,0.000196409,4.7116e-05,4.46011
420,440,4.53172,0.0010196,0.000148754,4.53289
80,400,4.49361,0.000268617,3.4333e-05,4.49391
220,340,4.4829,0.000421624,6.2616e-05,4.48339
440,330,4.52057,0.000877731,0.000119181,4.52156
310,330,4.54842,0.00109507,0.000119324,4.54964
340,200,4.52332,0.000399039,5.6426e-05,4.52378
150,390,4.48523,0.000343508,5.0428e-05,4.48562
140,220,0.0910766,0.000254538,3.3278e-05,0.0913644
190,240,0.0778661,0.000358064,4.2942e-05,0.0782671
490,360,4.5073,0.00103048,0.000134503,4.50847
410,40,4.47365,0.00021282,3.0576e-05,4.47389
200,120,0.0853682,0.000297856,3.6138e-05,0.0857022
280,480,4.5118,0.000844351,0.000108771,4.51276
410,340,4.51294,0.000829492,0.000115089,4.51389
120,370,4.47458,0.000311621,4.0585e-05,4.47494
260,340,4.56015,0.000571134,7.3108e-05,4.56079
160,410,4.49312,0.000397419,5.5202e-05,4.49358
310,440,4.49067,0.000839149,0.000112206,4.49162
220,410,4.48163,0.00056273,7.5401e-05,4.48227
180,90,4.47547,0.000214512,2.9835e-05,4.47572
50,410,4.45395,0.00025189,3.1661e-05,4.45423
60,480,4.46312,0.000276815,3.2062e-05,4.46343
70,200,4.51533,0.000215194,3.0195e-05,4.51557
50,110,4.4535,0.000173272,2.964e-05,4.45371
110,430,4.46687,0.000306503,4.2696e-05,4.46722
320,370,4.5641,0.00069133,9.7898e-05,4.56489
210,130,4.48036,0.000265981,3.0168e-05,4.48066
350,390,4.54675,0.000878642,0.000111835,4.54774
270,160,4.51724,0.000309449,3.7838e-05,4.51758
420,220,4.51149,0.000585518,7.7033e-05,4.51215
40,310,4.48616,0.000206113,3.1534e-05,4.4864
200,480,0.0867586,0.000576809,8.1109e-05,0.0874165
20,370,4.48095,0.00018885,3.0924e-05,4.48117
470,200,4.51712,0.000599149,7.7821e-05,4.51779
310,130,4.47888,0.000298549,6.5383e-05,4.47924
20,110,4.5147,0.000159607,2.9721e-05,4.51489
150,280,4.49591,0.000297924,3.8916e-05,4.49624
250,470,4.50992,0.000688027,9.8413e-05,4.51071
340,150,4.48559,0.000337354,4.5654e-05,4.48597
320,290,4.48149,0.000581835,7.7177e-05,4.48215
260,180,4.48752,0.000318556,4.1993e-05,4.48788
350,150,4.49947,0.000411362,4.5419e-05,4.49993
430,420,4.54426,0.000976651,0.000148004,4.54539
300,10,4.59382,0.000163712,3.0251e-05,4.59402
130,200,4.59176,0.000241202,3.2619e-05,4.59203
190,290,0.101636,0.000414918,5.0345e-05,0.102101
420,460,4.49711,0.00108085,0.000156533,4.49834
10,230,4.5151,0.00016579,2.9996e-05,4.51529
40,350,4.49014,0.00022886,3.3236e-05,4.49041
180,20,4.5369,0.000174582,3.2377e-05,4.53711
290,340,4.49779,0.000594035,8.2603e-05,4.49847
360,160,4.59213,0.000374927,4.3213e-05,4.59255
420,20,4.47409,0.000183007,3.202e-05,4.4743
490,260,4.52292,0.000745847,0.00010024,4.52377
90,220,4.479,0.000217528,3.0819e-05,4.47925
450,210,4.50918,0.00057635,7.9219e-05,4.50984
460,350,4.50555,0.00091343,0.000131993,4.50659
500,410,4.49474,0.00111263,0.000166586,4.49601
450,310,4.48305,0.000838239,0.00011623,4.484
140,510,4.4725,0.000390664,6.0783e-05,4.47295
470,10,4.4838,0.000174774,3.1637e-05,4.484
510,80,4.50735,0.000310495,3.3328e-05,4.50769
180,100,4.52361,0.000209092,2.9181e-05,4.52385
190,40,0.101299,0.000928778,5.5125e-05,0.102283
360,400,4.50955,0.00088093,0.000118311,4.51055
90,50,4.4763,0.000175214,3.1928e-05,4.47651
330,100,4.5572,0.000290603,3.378e-05,4.55752
350,400,4.54642,0.000901473,0.000108786,4.54743
250,510,4.50126,0.00071453,0.000104947,4.50208
350,360,4.49351,0.000715009,0.000103583,4.49432
50,20,4.55714,0.000153276,2.9106e-05,4.55732
430,260,4.49059,0.000700096,8.6936e-05,4.49138
370,380,4.50233,0.000831803,0.00011491,4.50327
490,60,4.54912,0.000258462,3.2183e-05,4.54941
160,290,4.48547,0.000316526,4.2278e-05,4.48582
370,30,4.49433,0.000193297,2.997e-05,4.49455
140,190,0.0714643,0.000282423,3.502e-05,0.0717818
310,490,4.51649,0.000889998,0.000125185,4.51751
430,370,4.49442,0.00090994,0.000129996,4.49546
190,390,0.0908378,0.000413742,6.5386e-05,0.0913169
80,500,4.51524,0.000290352,3.7726e-05,4.51557
280,240,4.51778,0.000391132,5.6128e-05,4.51823
500,120,4.54089,0.000370659,5.1199e-05,4.54131
210,450,0.0952543,0.000684326,8.1613e-05,0.0960203
300,210,4.49366,0.000437028,4.5817e-05,4.49414
100,370,4.48883,0.000274906,3.5762e-05,4.48914
80,200,4.49417,0.000202796,3.1122e-05,4.4944
80,180,4.48671,0.000205319,2.9024e-05,4.48695
460,290,4.48323,0.000832475,0.000110361,4.48418
350,30,4.52624,0.000195075,3.3417e-05,4.52647
400,450,4.49205,0.000977457,0.000147751,4.49317
290,120,4.55519,0.00033614,3.5649e-05,4.55557
510,220,4.52848,0.00072064,8.8567e-05,4.52929
170,270,4.48382,0.000322661,3.6234e-05,4.48418
100,420,0.0978747,0.000334377,4.0712e-05,0.0982498
70,250,4.48901,0.000216842,3.1047e-05,4.48926
460,490,4.51736,0.00121414,0.000176773,4.51875
210,460,0.111558,0.0013064,8.1545e-05,0.112946
370,10,4.4869,0.000170439,3.5991e-05,4.48711
310,80,4.46682,0.000242224,3.089e-05,4.46709
190,510,0.0775632,0.000613667,8.3535e-05,0.0782604
180,370,4.51811,0.000392534,5.676e-05,4.51856
480,230,4.52478,0.000664835,9.2071e-05,4.52553
460,220,4.51203,0.000645525,8.4262e-05,4.51276
280,310,0.090855,0.000539858,7.472e-05,0.0914696
250,260,4.48435,0.000377735,5.5199e-05,4.48478
90,440,4.49718,0.000286644,3.6951e-05,4.4975
340,510,4.4937,0.00105429,0.000136302,4.49489
230,150,4.49382,0.000272793,3.3503e-05,4.49413
250,490,4.52886,0.000699572,0.000101409,4.52966
460,90,4.51996,0.000300475,3.8777e-05,4.5203
70,20,4.57557,0.000160668,2.9307e-05,4.57576
170,50,4.47391,0.000182795,2.8838e-05,4.47412
390,80,4.4744,0.000253622,3.1163e-05,4.47469
30,370,4.49412,0.000211459,3.0591e-05,4.49436
440,170,4.49793,0.000417913,6.2349e-05,4.49841
460,160,4.49212,0.000418889,6.0271e-05,4.4926
440,270,4.487,0.000687473,9.8295e-05,4.48779
340,410,4.49598,0.000796149,0.000116214,4.4969
350,370,4.50914,0.000731185,0.000107227,4.50998
290,200,4.48127,0.00035493,5.0169e-05,4.48167
210,30,0.0783732,0.000219021,3.4975e-05,0.0786272
250,70,4.51059,0.000213536,2.9209e-05,4.51084
100,160,4.46659,0.000203706,3.044e-05,4.46682
430,400,4.51787,0.0009769,0.00013285,4.51898
340,140,4.52314,0.00032172,4.2902e-05,4.5235
30,350,4.48891,0.000213696,3.1033e-05,4.48916
390,110,4.50422,0.000376782,3.6498e-05,4.50463
320,420,4.49396,0.000839192,0.000109414,4.49491
320,350,4.48207,0.000642898,9.316e-05,4.48281
210,160,4.53707,0.000274327,3.1983e-05,4.53737
330,50,4.47817,0.000213378,3.2256e-05,4.47842
430,330,4.48683,0.00087596,0.000117611,4.48782
390,370,4.4743,0.000858571,0.00011747,4.47528
320,50,4.48806,0.000233207,3.1594e-05,4.48833
10,340,4.47076,0.000173092,3.0111e-05,4.47096
270,110,4.50468,0.000329501,4.0542e-05,4.50505
170,210,4.48639,0.00027719,3.4713e-05,4.4867
290,20,4.5328,0.000178254,3.1762e-05,4.53301
130,250,4.49537,0.000262387,3.2179e-05,4.49566
100,50,4.51121,0.000167728,2.9737e-05,4.51141
390,70,4.47763,0.000261394,2.9558e-05,4.47792
260,270,4.598,0.000406542,5.9349e-05,4.59846
450,100,4.51833,0.000309929,4.1984e-05,4.51869
360,110,4.47913,0.000300383,3.8083e-05,4.47947
190,320,0.0814452,0.000370585,5.3372e-05,0.0818692
20,160,4.51236,0.000172981,3.0396e-05,4.51257
230,390,4.49048,0.000569644,7.4925e-05,4.49113
470,430,4.48852,0.00105761,0.000164483,4.48975
50,470,4.49296,0.000270241,3.2387e-05,4.49327
360,470,4.51025,0.000946947,0.000138044,4.51134
170,180,4.49797,0.000316962,3.7241e-05,4.49832
220,170,4.48013,0.000318792,3.5592e-05,4.48049
500,440,4.51933,0.00115148,0.000175404,4.52066
80,240,4.47864,0.000209989,2.7942e-05,4.47888
290,460,4.50113,0.000839962,0.000109715,4.50208
380,240,4.48124,0.000587776,7.4883e-05,4.4819
40,290,4.50843,0.00020646,3.022e-05,4.50867
240,210,4.52076,0.000395741,3.6361e-05,4.52119
210,110,2.40119,0.000279778,3.5519e-05,2.4015
40,460,4.52103,0.000237941,3.2147e-05,4.5213
270,320,4.52803,0.000489086,6.5827e-05,4.52858
350,130,4.52175,0.000325066,4.1527e-05,4.52212
390,320,4.49112,0.000692301,0.000101788,4.49191
190,230,0.07612,0.000300776,4.1874e-05,0.0764626
80,80,4.46999,0.000170655,2.8767e-05,4.47019
40,500,4.47414,0.00024636,3.247e-05,4.47442
